object,other,type,con,ra_hr,ra_min,dec_deg,dec_min,mag,subr,urano,ti,size_max,size_min,pa,class,nsts,brstr,bchm,ngc descr,notes
PK55-1.1,K3-43,PLNNB,SGE,19,40.4,18,49,18.5,99.9,162,16,2.7s,,,2,,,,,
PK54-2.1,He2-444,PLNNB,SGE,19,41.5,17,45,16.5,99.9,162,16,10s,,,1,,17.7,,,
PK53-3.1,Abell63,PLNNB,SGE,19,42.2,17,5,17.1,16.1,162,16,34.0s,,,2,,14.6,,,cent* variable UU Sge
Roslund1,,OPNCL,SGE,19,45.1,17,35,99.9,99.9,162,16,3m,,,IV 1p :b,15,,,,
Sh2-84,,BRTNB,SGE,19,49,18,24,99.9,99.9,162,16,15m,3m,,E,,,,13''-pF;pL;mE;S side B at 135X with UHC filter,V shaped neby; rich field of stars
Harvard20,,OPNCL,SGE,19,53.1,18,21,7.7,99.9,162,16,7m,,,III 2 p,28,8.9,,pL;lC; 29* 11...,40 faint * in 12';has two centers
NGC6838,M71,GLOCL,SGE,19,53.8,18,47,8.3,12,162,16,6.1m,,,,,12.1,M,Cl;vL;vRi;pmC;*11...16,Arrowhead shape; stars have few metals
NGC6839,,ASTER,SGE,19,54.4,17,53,99.9,99.9,162,16,,,,,,,,Cl;vS;vC,
Roslund3,,OPNCL,SGE,19,58.7,20,31,99.9,99.9,162,8,5m,,,IV 1p :b,20,,,,
NGC6873,,ASTER,SGE,20,8.2,21,6,99.9,99.9,163,9,,,,,,,,Cl;lC;st10..13;D* inv,
NGC6879,PK57-8.1,PLNNB,SGE,20,10.4,16,55,11,7.3,208,16,4.7s,4.1s,,2a,,15,,stellar=10m,
PK60-7.1,He1-5,PLNNB,SGE,20,11.9,20,19,16,99.9,163,9,40.0s,,,3(2),,11.5,,,
NGC6886,PK60-7.2,PLNNB,SGE,20,12.7,19,59,12.5,6.2,163,16,4s,,,2(3),,16.5,,stellar=10m,
NGC6892,IC1312,4STAR,SGE,20,17,18,1,99.9,99.9,163,16,,,,,,,,eF neb *(eS Cl),
IC4997,PK58-10.1,PLNNB,SGE,20,20.1,16,44,11.3,2.9,208,16,2s,1.4s,,1,,13.7,,Stellar,Small;bright PLNNB--Hartung
PK6+4.1,Haro2-18,PLNNB,SGR,17,43.5,-21,10,16.1,99.9,338,22,4s,3.6s,,2,,,,,
B83a,LDN233,DRKNB,SGR,17,45.3,-20,0,79.9,79.9,338,15,4m,4m,,6 E? G,,,,,On star cloud 1.7 deg north and 30' following 58 Oph
PK6+4.2,M3-15,PLNNB,SGR,17,45.5,-20,58,14.5,8.9,338,22,4.1s,,,2,,,,,
PK5+3.1,Perek1-9,PLNNB,SGR,17,45.6,-23,2,17.9,99.9,338,22,12.0s,,,2,,21,,,
Cr347,,OPNCL,SGR,17,46.3,-29,20,8.8,99.9,377,22,10m,,,III 2 p n,40,10.6,,,In nebula Sh2-16
B84,LDN235,DRKNB,SGR,17,46.5,-20,11,79.9,79.9,338,22,30m,15m,,6 Ir,,,,11''-obvious dark oval with dbl star centered,Looped figure; 1.5 deg north;40' following 58 Oph;B83a nearby
Sh2-16,Gum70,BRTNB,SGR,17,46.6,-29,18,99.9,99.9,377,22,14m,12m,,E,,,,,
PK11+6.1,M2-15,PLNNB,SGR,17,46.9,-16,17,14.6,9.2,293,15,6.1s,5.4s,,2,,18.2,,,
NGC6432,ESO520-**25,4STAR,SGR,17,47.4,-24,53,99.9,99.9,338,22,,,,,,,,Cl;st vS,
Ru130,,OPNCL,SGR,17,47.5,-30,6,99.9,99.9,377,22,3.9m,,,II 1p :b,20,14,,,
PK6+3.1,Haro2-22,PLNNB,SGR,17,47.6,-21,47,15,99.9,338,22,6.3s,6s,,2,,,,,
PK6+3.2,M1-28,PLNNB,SGR,17,47.6,-22,6,16.8,99.9,338,22,15.0s,,,3(6),,20.8,,,
PK359-0.1,Hubble5,PLNNB,SGR,17,47.9,-30,0,13.6,99.9,377,22,19s,12s,,2(6),,18.6,,,
Ter5,,GLOCL,SGR,17,48.1,-24,47,13.9,99.9,338,22,2.1m,,,,,,,,
NGC6439,PK11+5.1,PLNNB,SGR,17,48.3,-16,28,13,7.3,293,15,6.1s,5.1s,,2a,,18,,stellar=13m,
PK4+1.1,Haro2-24,PLNNB,SGR,17,48.6,-24,17,18.3,99.9,338,22,6.1s,3.4s,,3,,,,,
NGC6440,GCL77,GLOCL,SGR,17,48.9,-20,22,9.3,99.9,338,22,1.7m,,,V,,16.7,H,pB;pL;R;bM,H I 150;* eF
PK4+2.1,ESO520-30,PLNNB,SGR,17,49,-23,43,19.2,99.9,338,22,4.0s,,,2,,,,,
Ru131,,OPNCL,SGR,17,49.1,-29,13,99.9,99.9,377,22,10m,,,III 1 p,15,11,,,
NGC6445,PK8+3.1;HII586,PLNNB,SGR,17,49.3,-20,1,13,9.6,338,22,35s,30s,,3b(3),,19,B H,pB;pS;R;gbM;r;*15 np,Little Gem
Cr351,,OPNCL,SGR,17,49.9,-28,46,9.3,99.9,377,22,9m,,,IV 2 p,30,,,,
PK0-1.1,ESO455-48,PLNNB,SGR,17,50.4,-29,25,16,99.9,377,22,4.3s,3.3s,,2,,21,,,
PK9+4.1,The4-5,PLNNB,SGR,17,50.4,-19,3,16.2,99.9,338,15,6.0s,,,,,,,,
PK10+4.1,M2-17,PLNNB,SGR,17,52.1,-17,36,14.8,99.9,339,15,7.3s,5.7s,,2,,,,,
Basel5,,OPNCL,SGR,17,52.5,-30,6,99.9,99.9,377,22,9.0m,,,III 2mn:b,30,,,,
Ru133,,OPNCL,SGR,17,52.5,-28,41,99.9,99.9,339,22,5m,,,IV 2p :b,20,12,,,
PK6+2.5,M1-31,PLNNB,SGR,17,52.7,-22,22,13.6,99.9,339,22,7.0s,,,1,,19,,,
Ru134,,OPNCL,SGR,17,52.8,-29,33,99.9,99.9,377,22,5m,,,II 1 mn:b,30,12,,,
Ru168,,OPNCL,SGR,17,52.8,-28,27,99.9,99.9,339,22,3.4m,,,IV 1p :b,20,12,,,
NGC6465,ESO521-**2,ASTER,SGR,17,52.9,-25,24,99.9,99.9,339,22,,,,,,,,eF;S;(suspected),
NGC6469,OCL21,OPNCL,SGR,17,53.2,-22,17,8.2,99.9,339,22,12m,,,III 2 p,50,,,Cl;pRi;in Milky Way,
Czernik37,,OPNCL,SGR,17,53.3,-27,22,99.9,99.9,339,22,3m,,,II 1m:b,35,,,,
PK6+2.4,Perek2-10,PLNNB,SGR,17,53.6,-21,59,18.3,99.9,339,22,4s,3.6s,,2,,,,,
PK0-1.5,M2-19,PLNNB,SGR,17,53.8,-29,44,16.2,99.9,377,22,7.2s,4.7s,,2,,17.3,,,
NGC6476,,OPNCL,SGR,17,54,-29,9,12,99.9,377,22,20.0m,,,,,,,neb S part of Milky Way,
PK0-1.6,M2-20,PLNNB,SGR,17,54.5,-29,36,14.8,99.9,377,22,7.0s,,,1,,16.1,,,
PK7+1.1,Hubble6,PLNNB,SGR,17,55.1,-21,45,13.1,7.7,339,22,6.6s,,,2,,14.7,,cent* variable AS Sgr,
PK11+4.1,M1-32,PLNNB,SGR,17,56.3,-16,30,15,10.5,294,15,8s,7.3s,,2,,17,,,
NGC6494,M23,OPNCL,SGR,17,57.1,-18,59,5.5,13,339,15,27m,,,III 1 m,150,9.2,M,Cl;B;vL;pRi;lC;*10..,100 members to 13th mag
PK10+3.1,The4-10,PLNNB,SGR,17,57.2,-18,6,16.8,99.9,339,15,25s,,,,,18.3,,,
B84a,LDN302,DRKNB,SGR,17,57.5,-17,40,79.9,79.9,339,15,16m,16m,,5 C,,,,,Round; 1.5 deg north of cluster M23;w faint ext to south
PK0-2.4,M2-21,PLNNB,SGR,17,58.1,-29,45,13.6,8.9,377,22,7.0s,,,1,,14.7,,,
PK358-3.1,He2-314,PLNNB,SGR,17,58.2,-31,43,18.6,99.9,377,22,3.7s,,,2,,,,,
PK359-3.2,Haro2-33,PLNNB,SGR,17,58.2,-31,8,18.2,99.9,377,22,6s,,,2,,21,,,
PK0-2.6,M3-19,PLNNB,SGR,17,58.3,-30,1,16.4,99.9,377,22,5.4s,5.3s,,2,,16.9,,,
PK2-1.1,Perek2-11,PLNNB,SGR,17,58.5,-27,37,19.5,99.9,339,22,5.0s,,,2,,21,,,
PK2-2.2,M3-20,PLNNB,SGR,17,59.3,-28,14,14.3,99.9,377,22,7.0s,,,1,,,,,
Ru136,,OPNCL,SGR,17,59.3,-24,41,99.9,99.9,339,22,2.2m,,,IV 1m:b,40,13,,,
NGC6507,OCL32,OPNCL,SGR,17,59.8,-17,27,9.6,99.9,339,15,7m,,,IV 2 p,35,12,,Cl;pS;lRi;lC,H VIII 53
NGC6506,OCL16,OPNCL,SGR,17,59.9,-24,41,99.9,99.9,339,22,4m,,,IV 1 p,,,,Cl;Ri;eL;vlC,
PK359-4.1,M3-48,PLNNB,SGR,17,59.9,-31,54,17.8,99.9,377,22,5.0s,,,2,,21,,,
Tr31,Cr357,OPNCL,SGR,17,59.9,-28,11,9.8,99.9,377,22,8m,,,III 1 p,25,,,,
Ru137,,OPNCL,SGR,18,0,-25,10,99.9,99.9,339,22,3m,,,IV 2m :b,30,13,,,
Ru138,,OPNCL,SGR,18,0,-24,40,99.9,99.9,339,22,4m,,,IV 1p :b,20,13,,,
PK11+2.1,ESO589-25,PLNNB,SGR,18,0.2,-17,40,18.2,99.9,339,15,5s,,,,,,,,
Ru139,,OPNCL,SGR,18,1.2,-23,32,99.9,99.9,339,22,10m,,,III 2rn:b,80,12,,,
PK357-5.1,M1-34,PLNNB,SGR,18,1.4,-33,18,14.9,99.9,377,22,13s,10s,,2,,,,,
PK2-2.4,M2-23,PLNNB,SGR,18,1.7,-28,26,12.4,8.2,377,22,9.0s,,,1,,16.7,,,
PK358-5.1,Perek1-11,PLNNB,SGR,18,1.7,-33,15,16.5,99.9,377,22,9.9s,8s,,2,,,,,
ESO456-SC38,Djorgovski2,GLOCL,SGR,18,1.8,-27,50,15.5,14.9,378,22,9.9m,,,,,,,,Near B86 and NGC 6520
Ter9,,GLOCL,SGR,18,1.8,-26,52,16,99.9,339,22,0.3m,,,,,,,,
Bochum14,,OPNCL,SGR,18,2,-23,42,9.3,99.9,339,22,2m,,,III 1 pn,11,10.3,,,
PK356-5.2,M2-24,PLNNB,SGR,18,2,-34,28,14.7,9.9,377,22,11s,4s,,2,,18,,,
PK0-3.1,M3-22,PLNNB,SGR,18,2.3,-30,14,15.1,99.9,377,22,7.2s,6.1s,,2c,,17.8,,,
PK355-6.5,M3-21,PLNNB,SGR,18,2.5,-36,39,11.7,6.3,377,22,5s,,,,,13.5,,,
PK356-6.1,M3-49,PLNNB,SGR,18,2.5,-35,13,16.5,99.9,377,22,10.5s,9.2s,,4,,,,,
B85,,DRKNB,SGR,18,2.6,-23,2,79.9,79.9,339,22,,,,,,,,,Dark regions in Trifid nebula; M 20
NGC6514,M20,CL+NB,SGR,18,2.7,-22,58,6.3,13,339,22,28m,,,E+*,67,6,HM,vB;vL;Trifid;D* inv,Trifid nebula;sev dark lanes;H IV 41 & V 10;D* HN 40 invl
PK359-4.3,M2-25,PLNNB,SGR,18,2.8,-32,10,14.4,99.9,377,22,12.5s,,,3,,,,,
B86,LDN93,DRKNB,SGR,18,3,-27,52,79.9,79.9,339,22,4m,3.5m,,5 Ir G,,,,13''-very prominet dark oval with CL nearby,On Sgr star cloud preceding cluster NGC 6520;Ink Spot Neb
PK3-2.2,M2-26,PLNNB,SGR,18,3.2,-26,58,16.3,99.9,339,22,8.6s,8.2s,,2a,,,,,
IC4673,PK3-2.3,PLNNB,SGR,18,3.3,-27,6,13,9.9,339,22,18s,12.5s,,4,,14.6,,annular;13 mag * nf 33'',
NGC6519,,ASTER,SGR,18,3.3,-29,48,99.9,99.9,377,22,,,,,,,,vF;np 6522,
NGC6520,OCL10,OPNCL,SGR,18,3.4,-27,53,7.6,99.9,339,22,6m,,,I 2 m n,60,9,B H,Cl;pS;Ri;lC;st9...13,H VII 7;Dark neb B86 on W edge
NGC6522,GCL82,GLOCL,SGR,18,3.6,-30,2,9.9,99.9,377,22,5.6m,,,VI,,14.1,H,B;pL;R;gvmBM;rrr,H I 49
Ter10,,GLOCL,SGR,18,3.6,-26,5,14.9,99.9,339,22,1.5m,,,,,,,,
NGC6523,M8,CL+NB,SGR,18,3.7,-24,23,5,13,339,22,45m,30m,,E,,,M,!!!;vB;eL;eiF;w L Cl,Lagoon Nebula;Cl NGC 6530 invl;dark lane crosses neb
PK3-2.1,M1-35,PLNNB,SGR,18,3.7,-26,44,14.6,99.9,339,22,5.3s,5s,,2,,,,,
B88,,DRKNB,SGR,18,3.8,-24,23,79.9,79.9,339,22,2m,0.5m,,,,,,,Extended N and S; 2.7'x0.5'; in M8.
PK358-5.3,H1-50,PLNNB,SGR,18,3.9,-32,42,14.5,7.2,377,22,10s,,,,,17.1,,,
PK359-4.2,M2-27,PLNNB,SGR,18,3.9,-31,18,14.2,99.9,377,22,5.0s,,,1,,,,,
NGC6526,ESO521-*N18,BRTNB,SGR,18,4.1,-24,27,99.9,99.9,339,22,40m,,,E+*,,,,F;L;cE,H V 9
NGC6533,,CL+NB,SGR,18,4.1,-24,24,99.9,99.9,339,22,90m,40m,,E+*,,,,eL;eiF;st F,
PK357-6.1,M3-50,PLNNB,SGR,18,4.1,-34,29,15.9,99.9,377,22,4.0s,,,2,,,,,
NGC6531,M21,OPNCL,SGR,18,4.2,-22,29,5.9,11,339,22,13m,,,I 3 m,70,7.3,M,Cl;pRi;lC;st9...12,In Sgr OB1;36 members to 12th mag
B87,LDN1771,DRKNB,SGR,18,4.3,-32,30,79.9,79.9,377,22,12m,12m,,4 C G,,,,,Parrot's Head;4.5 deg south of cluster NGC 6520
NGC6530,OCL19,OPNCL,SGR,18,4.5,-24,21,4.6,99.9,339,22,15m,,,II 2 m n,,6.9,M,Cl;B;L;pRi;f M8,In Lagoon nebula M8;25* mags 7...
PK2-3.2,Haro2-37,PLNNB,SGR,18,4.5,-28,38,15.8,99.9,377,22,4.0s,,,2,,,,,
PK356-6.2,Haro1-51,PLNNB,SGR,18,4.5,-34,58,16.7,99.9,377,22,13.2s,,,4,,,,,
NGC6528,GCL84,GLOCL,SGR,18,4.8,-30,3,9.5,99.9,377,22,3.7m,,,V,,15.5,H,pF;cS;R;gbM;rrr,H II 200;* mags 16...;Gamma Sgr in field
PK358-5.4,M3-51,PLNNB,SGR,18,4.9,-32,54,17.1,99.9,377,22,12s,7s,,2,,,,,
B89,,DRKNB,SGR,18,5,-24,21,79.9,79.9,339,22,0.5m,,,,,,,,Very small; diam. 0.5'; in M8
NGC6537,PK10+0.1,PLNNB,SGR,18,5.2,-19,51,12,8,339,15,5s,,,2a(6),,19.5,,B;S;stellar,
NGC6529,ESO394-?28,NONEX,SGR,18,5.4,-36,18,99.9,99.9,377,22,,,,,,,,Cl in Milky Way,
PK4-2.1,He2-342,PLNNB,SGR,18,6,-26,30,15.7,99.9,339,22,25s,,,1,,,,,
NGC6540,Djorgovski3,GLOCL,SGR,18,6.1,-27,46,14.6,99.9,339,22,0.8m,,,XI,,,H,pF;S;lE;er or Cl,H VII 202;12 F *
PK2-3.5,He2-344,PLNNB,SGR,18,6.1,-28,41,9.3,99.9,377,22,3.3s,,,,,14.4,,,magnitude value is infrared region
Cr468,,OPNCL,SGR,18,6.6,-27,28,13.4,99.9,339,22,1.5m,,,IV 1p :b,8,11.1,,,
PK4-3.1,M2-29,PLNNB,SGR,18,6.7,-26,55,14.6,99.9,339,22,4.0s,,,2,,15.5,,,
PK0-4.2,ESO456-54,PLNNB,SGR,18,7.1,-30,34,13.8,10.2,377,22,11.0s,,,2,,,,,
PK2-4.1,Haro1-54,PLNNB,SGR,18,7.1,-29,13,14.2,99.9,377,22,7.0s,,,1,,15.4,,,
PK1-4.1,He2-347,PLNNB,SGR,18,7.2,-29,42,17.7,99.9,377,22,5s,,,1,,16.5,,,
NGC6544,GCL87,GLOCL,SGR,18,7.3,-25,0,7.5,99.9,339,22,8.4m,,,IX,,12.8,H,cF;pL;iR;r,H II 197
NGC6546,OCL24,OPNCL,SGR,18,7.4,-23,18,8,99.9,339,22,13m,,,III 2 m,150,10.6,,Cl;vL;vRi,
PK1-4.2,ESO456-57,PLNNB,SGR,18,7.9,-29,45,14.4,99.9,377,22,3.0s,,,2,,17,,,
PK5-2.1,ESO521-30,PLNNB,SGR,18,7.9,-25,24,14.2,99.9,339,22,10s,,,2,,,,,
PK0-5.1,Haro2-40,PLNNB,SGR,18,8.4,-31,37,17.4,99.9,377,22,12s,,,2,,21,,,
PK8-1.1,M1-40,PLNNB,SGR,18,8.4,-22,17,14.7,9.3,339,22,5.8s,4.5s,,2,,18.3,,,
NGC6551,ESO456-**60,ASTER,SGR,18,8.8,-29,35,99.9,99.9,377,22,,,,,,,,vF;vS;R;rr,
NGC6554,ESO590-?003,OPNCL,SGR,18,9,-18,26,12,99.9,339,15,20m,,,,,,,Cl;pRi;vlC;st L&S,
IC4684,IC4681,BRTNB,SGR,18,9.1,-23,26,99.9,99.9,339,22,3m,2m,,E+*,,,,S neb or neb *,
B303,LDN210,DRKNB,SGR,18,9.2,-24,7,79.9,79.9,339,22,1m,,,5 S,,,,,In bright nebula IC 4685
IC4685,OCL22,BRTNB,SGR,18,9.3,-23,59,99.9,99.9,339,22,10m,8m,,E+*,,,,* 7.5 in L;dif neb,
NGC6553,GCL88,GLOCL,SGR,18,9.3,-25,54,8.3,99.9,339,22,3.2m,,,XI,,15.3,H,F;L;lE;vglbM;rr,H IV 12;* mags 20...
PK6-2.1,M1-41,PLNNB,SGR,18,9.5,-24,12,17,99.9,339,22,8.0s,,,5,,,,,
Cr367,,OPNCL,SGR,18,9.8,-23,50,6.4,99.9,339,22,37m,,,IV 3 p n,30,,,6''-B; L; nRi; nC; 27* mags 8 to 11,
PK356-7.2,Haro1-57,PLNNB,SGR,18,9.8,-35,44,15.9,99.9,377,22,12.5s,,,2,,,,,
NGC6556,,ASTER,SGR,18,9.9,-27,31,99.9,99.9,339,22,,,,,,,,F;vL;cE;lbM;rr,
PK358-6.1,,PLNNB,SGR,18,9.9,-33,19,12,99.9,377,22,10s,,,,,,,,
B91,,DRKNB,SGR,18,10,-23,39,79.9,79.9,339,22,5m,2m,,5 K,,,,,Adjacent to bright nebulae IC 1274-5
NGC6559,LBN29,BRTNB,SGR,18,10,-24,7,99.9,99.9,339,22,5m,4m,,E,,,,vF;vL;lE;** inv,connected w IC 4681
IC1274,IC1275,BRTNB,SGR,18,10.1,-23,42,99.9,99.9,339,22,20m,5m,,E+*,,,,3 st 8.5 to 9m in pL neb,
IC1275,IC1274,BRTNB,SGR,18,10.1,-23,42,99.9,99.9,339,22,20m,5m,,E+*,,,,2 st 8 & 8.5 in pL neb,
B90,LDN227,DRKNB,SGR,18,10.2,-28,19,79.9,79.9,377,22,3m,1m,,5 Ir G,,,,,1.5 deg following;20' south of cluster NGC 6520
NGC6558,GCL89,GLOCL,SGR,18,10.3,-31,46,8.6,99.9,377,22,3.7m,,,,,,,pB;pL;R;glbM;rrr,
NGC6561,,ASTER,SGR,18,10.5,-16,48,99.9,99.9,294,15,,,,,,,,Cl;L;lC;st Cl,H VIII 54
PK2-4.2,M1-42,PLNNB,SGR,18,11.1,-28,59,13.3,99.9,377,22,9s,,,4,,17.4,,,
PK3-4.3,ESO456-68,PLNNB,SGR,18,11.5,-27,46,14.3,99.9,339,22,7s,5s,,2,,16.2,,,
PK3-4.7,ESO456-69,PLNNB,SGR,18,11.6,-28,22,11,99.9,377,22,12s,,,,,13.2,,,
PK11-0.1,M1-43,PLNNB,SGR,18,11.8,-18,46,17.5,99.9,339,15,6.5s,4.3s,,2,,16,,,
NGC6565,PK3-4.5,PLNNB,SGR,18,11.9,-28,11,13,8.1,377,22,10s,8s,,4,,19.5,,stellar,
NGC6563,PK358-7.1,PLNNB,SGR,18,12,-33,52,13,10.3,377,22,54s,41s,,3a,,18,,F;L;cE;hazy edge,
PK3-4.4,Haro2-41,PLNNB,SGR,18,12.4,-27,52,16,99.9,339,22,8.7s,6.8s,,4,,,,,
PK4-4.1,ESO522-3,PLNNB,SGR,18,12.4,-27,29,14.7,99.9,339,22,6.0s,,,2,,16.4,,,
PK5-3.2,Haro2-42,PLNNB,SGR,18,12.4,-26,33,17.1,99.9,339,22,12.0s,,,3b,,20.6,,,
PK3-4.8,M2-30,PLNNB,SGR,18,12.6,-27,58,13.1,99.9,339,22,9.0s,,,1,,17.1,,,
PK6-3.1,He2-364,PLNNB,SGR,18,12.6,-24,50,18.1,99.9,339,22,25s,,,1,,,,,
NGC6568,OCL28,OPNCL,SGR,18,12.8,-21,35,8.6,99.9,339,22,13m,,,III 1 m,50,,H,Cl;vL;lC,H VII 30
PK3-4.9,H2-43,PLNNB,SGR,18,12.8,-28,20,15.5,11.4,377,22,10s,,,1,,,,,
PK6-3.3,M2-31,PLNNB,SGR,18,13.3,-25,30,13.2,99.9,339,22,5s,,,1,,,,,
NGC6569,GCL91,GLOCL,SGR,18,13.6,-31,50,8.4,99.9,377,22,5.8m,,,VIII,,,H,cB;L;R;rrr;*15..,H II 201;D* Burnham 1353 in field
NGC6573,ESO590-**7,ASTER,SGR,18,13.7,-22,7,99.9,99.9,339,22,,,,,,,,Cl;st vS,
PK5-4.1,Haro2-44,PLNNB,SGR,18,13.7,-26,9,16.5,99.9,339,22,7.0s,,,2,,17.4,,,
NGC6567,PK11-0.2,PLNNB,SGR,18,13.8,-19,5,11.5,6.4,339,15,11s,7s,,2a(3),,15,,stell;11m;in a Cl,
PK24+5.1,M4-9,PLNNB,SGR,18,14.3,-4,59,16,99.9,249,15,54.0s,,,4,,20.3,,,
PK6-3.2,Haro2-45,PLNNB,SGR,18,14.5,-24,44,15.7,99.9,339,22,4.9s,4.5s,,2,,17.4,,,
PK2-5.1,,PLNNB,SGR,18,14.6,-29,49,11.5,99.9,377,22,10s,,,,,,,,
PK359-7.1,M2-32,PLNNB,SGR,18,14.9,-32,37,12.4,8.5,377,22,10s,,,1,,15.7,,,
PK2-6.1,M2-33,PLNNB,SGR,18,15.1,-30,16,13.1,8,377,22,6.0s,,,2,,14.4,,,
Markarian38,,OPNCL,SGR,18,15.3,-18,59,99.9,99.9,339,15,2m,,,I 1p :a,,,,,
PK1-6.1,,PLNNB,SGR,18,15.4,-30,32,14,99.9,377,22,10s,,,,,12.5,,,
B92,LDN323,DRKNB,SGR,18,15.5,-18,14,79.9,79.9,339,15,15m,9m,,6 E G,,,,13''-L;very prominent Dark neb at 60X,Black spot; On NW edge of Small Sagittarius Star Cloud
NGC6583,OCL27,OPNCL,SGR,18,15.8,-22,8,10,99.9,339,22,2.8m,,,II 1 m,35,,H,Cl;pRi;pC;cE;st13...,H VII 31
IC4701,Gum79;RCW157,BRTNB,SGR,18,16,-16,44,99.9,99.9,294,15,60m,40m,,E,,,,eL;conn w cloud IC 4715,
PK1-6.2,SwSt1,PLNNB,SGR,18,16.2,-30,52,11.8,6.5,377,22,5s,,,1,,,,,
PK4-5.1,M3-26,PLNNB,SGR,18,16.2,-27,15,13.8,9.6,339,22,9.0s,,,4,,17.2,,,
NGC6578,PK10-1.1,PLNNB,SGR,18,16.3,-20,27,13.1,8.4,339,22,8.5s,,,2a,,15.7,,stellar=13mag,
PK2-6.2,He2-380,PLNNB,SGR,18,16.3,-30,8,12.8,99.9,377,22,7s,,,1,,14.7,,,
PK4-4.2,M1-44,PLNNB,SGR,18,16.3,-27,5,16.1,99.9,339,22,4s,3.8s,,2,,12.5,,,Low excitation PLNNB
Cr469,,OPNCL,SGR,18,16.5,-18,19,9.1,99.9,339,15,5m,,,IV 1 p,51,11.2,,,
B93,LDN327,DRKNB,SGR,18,16.9,-18,4,79.9,79.9,339,15,12m,2m,,4 Co G,,,,,Cometary; 30' following B92
NGC6589,IC1283;IC4690,BRTNB,SGR,18,16.9,-19,47,99.9,99.9,339,15,15m,,,E,,,,D*center eF;pL neby,
NGC6590,LBN43,BRTNB,SGR,18,17,-19,44,99.9,99.9,339,15,4m,3m,,R,,,,D*center pF;pL;R neby,
NGC6595,IC4700,OPNCL,SGR,18,17.1,-19,52,7,99.9,339,15,11m,,,,30,,,F;pL;cE;** inv,
IC4715,M24,OPNCL,SGR,18,17.3,-18,40,3.1,4.3,339,15,95m,35m,,,,,M,eeL cloud of st and neb,Small Sagittarius Star Cloud; sev dark neb and NGC 6603 invl
PK7-3.1,M2-34,PLNNB,SGR,18,17.3,-23,59,16.2,99.9,339,22,8.0s,,,2,,,,,
NGC6596,OCL41,OPNCL,SGR,18,17.5,-16,40,99.9,99.9,294,15,10m,,,III 2 m n,30,,,Cl;lC,H VIII 55
PK0-7.1,ESO457-4,PLNNB,SGR,18,17.6,-31,57,15.3,99.9,377,22,5s,,,1,,,,,
IC1284,Gum78;RCW153,BRTNB,SGR,18,17.7,-19,40,99.9,99.9,339,15,17m,15m,,E+*,,,,* 7.6 in neb;15' diam,
PK3-6.1,M2-36,PLNNB,SGR,18,17.7,-29,8,13,7.5,377,22,8.8s,5.2s,,2,,15.7,,,
PK4-5.3,Perek1-12,PLNNB,SGR,18,17.7,-28,17,16,99.9,377,22,11.5s,,,2,,17.2,,,
PK6-4.1,Perek2-13,PLNNB,SGR,18,18.2,-25,38,13.4,8.7,339,22,6.9s,4.9s,,,,17.3,,,
NGC6603,,OPNCL,SGR,18,18.4,-18,24,11.1,99.9,339,15,5m,,,I 1 r n,100,14,,Cl;vRi;vmC;R,Within star cloud Messier 24
PK8-3.1,Haro1-64,PLNNB,SGR,18,18.4,-23,25,18.8,14.4,339,22,8.4s,6.9s,,2,,,,,
PK4-5.5,M2-37,PLNNB,SGR,18,18.6,-28,8,17.8,99.9,377,22,7.3s,7.1s,,3,,16.8,,,
PK0-7.2,Haro2-46,PLNNB,SGR,18,18.7,-31,55,15.7,9.9,377,22,4.0s,,,1,,,,,
PK5-5.1,M2-38,PLNNB,SGR,18,19.4,-26,35,15.1,99.9,339,22,8.9s,7s,,4,,17.4,,,
NGC6613,M18,OPNCL,SGR,18,19.9,-17,8,6.9,12,339,15,9m,,,II 3 p n,20,8.6,M,Cl;P;vlC,12 * mag 9-10; 1 deg S of M17
PK7-4.1,ESO522-18,PLNNB,SGR,18,20.1,-24,15,14.8,8.2,339,22,9s,,,1,,14.6,,,
NGC6618,M17,CL+NB,SGR,18,20.8,-16,11,6,13,294,15,11m,,,III 3 m n:,40,9.3,M,!!!;B;eL;eiF;2 hooked,Omega nebula;Swan Nebula;many F outer loops;use filter
Ru140,,OPNCL,SGR,18,21.8,-33,15,99.9,99.9,378,22,3.5m,,,III 2 p,15,11,,,
PK8-4.1,ESO522-20,PLNNB,SGR,18,22,-24,11,14.5,99.9,339,22,3.3s,3.2s,,2,,15.8,,,
PK2-7.1,M2-41,PLNNB,SGR,18,22.6,-30,44,14.7,99.9,378,22,14.0s,,,4,,,,,
PK8-4.2,M2-42,PLNNB,SGR,18,22.6,-24,10,14,99.9,339,22,4.7s,3.2s,,2,,18.2,,,
NGC6620,PK5-6.1,PLNNB,SGR,18,22.9,-26,49,14,8.3,339,22,5.3s,3.8s,,2b,,16,,Planetary;stellar,
NGC6624,GCL93,GLOCL,SGR,18,23.7,-30,22,7.6,99.9,378,22,5.9m,,,VI,,13.8,H,vB;pL;R;rrr;st16..,H I 50
NGC6626,M28,GLOCL,SGR,18,24.5,-24,52,6.9,11,340,22,15m,,,IV,,12,M,vB;L;R;geCM;rrr,45' NW from Lambda Sgr;* mags 14...
Tr33,Cr378,OPNCL,SGR,18,24.6,-19,44,7.8,99.9,340,15,7m,,,II 3 p,20,9.7,,,
PK7-6.1,Haro1-66,PLNNB,SGR,18,25,-25,42,14.4,99.9,340,22,8.5s,7.9s,,4,,,,,
