HIP,RA,DEC,V,PARX,SIGPX,B-V,SIGBV,CCDM,HD,BD
65817,13 29 34.10,+08 22 46.5,8.65,11.27,1.1,0.523,0.02,          ,117330,B+ 9 2767 
65854,13 29 56.20,+16 41 38.1,9.52,7.47,1.36,0.54,0.033,          ,117418,B+17 2636 
65857,13 29 58.40,-46 32 16.0,9.09,9.35,1.22,0.53,0.02,          ,117250,          
65859,13 29 59.10,+10 22 47.2,9.05,131.12,1.29,1.493,0.017,          ,      ,B+11 2576 
65861,13 29 59.90,-32 11 21.9,8.71,12.38,1.13,0.523,0.003,          ,117324,          
65864,13 30 00.30,+86 19 31.2,9.61,10.9,0.89,0.632,0.028,          ,      ,B+87  125 
65870,13 30 04.10,-44 42 45.2,7.87,16.33,0.95,0.533,0.011,          ,117288,          
65875,13 30 09.00,-58 29 04.2,8.08,10.3,1.19,0.498,0.015,          ,117214,          
65878,13 30 14.60,-67 01 32.9,9.36,8.63,1.34,0.6,0.022,          ,117136,          
65884,13 30 18.90,+21 30 01.4,10.01,13.22,1.39,0.674,0.048,          ,      ,B+22 2587 
65894,13 30 25.90,-51 08 03.5,9.1,8.35,1.32,0.574,0.029,          ,117314,          
65899,13 30 30.70,+22 30 47.5,8.58,13.11,1.08,0.507,0.02,          ,117528,B+23 2575 
65907,13 30 36.70,+43 47 25.1,8.5,8.5,1.02,0.437,0.013,          ,117588,B+44 2274 
65914,13 30 46.50,+13 50 17.7,10.22,6.75,1.76,0.499,0.058,          ,      ,B+14 2627 
65930,13 30 56.80,+30 41 29.9,9.77,6.93,1.62,0.524,0.036,          ,      ,B+31 2499 
65940,13 31 06.10,-04 06 20.1,10.41,16.86,1.56,0.92,0.015,          ,      ,B- 3 3488 
65944,13 31 10.30,+20 14 13.8,11.09,12.7,2.35,0.75,0.165,          ,      ,          
65946,13 31 10.80,+53 18 37.3,8.88,5.96,0.9,0.517,0.021,          ,117760,B+54 1604 
65948,13 31 11.40,+11 35 49.1,10.28,6.6,1.64,0.565,0.071,          ,      ,B+12 2600 
65956,13 31 22.30,-18 04 00.1,9.95,24.22,1.78,1.07,0.015,          ,      ,B-17 3874 
65963,13 31 28.80,-08 00 25.5,8.87,21.41,1.2,0.721,0.002,          ,117579,B- 7 3635 
65973,13 31 34.40,+15 10 42.6,10.57,5.81,1.67,0.539,0.071,          ,      ,B+15 2586 
65985,13 31 44.50,+29 47 55.4,9.47,6.37,1.41,0.32,0.015,          ,117729,B+30 2411 
65986,13 31 44.50,-67 25 01.1,9.41,18.14,1.38,0.838,0.028,          ,117359,          
65992,13 31 49.20,-78 56 38.5,9.11,10.78,0.96,0.611,0.02,          ,117042,          
65995,13 31 50.40,+17 07 52.7,8.66,6.04,1.09,0.387,0.02,          ,117711,B+17 2641 
65996,13 31 51.20,-40 43 46.5,8.73,10.45,1.01,0.558,0.016,          ,117561,          
65998,13 31 51.60,-26 06 52.3,7.53,13.87,0.9,0.433,0.015,          ,117612,          
66002,13 31 54.50,+04 12 48.4,8.62,12.31,1.2,0.496,0.018,          ,117698,B+ 4 2755 
66007,13 31 58.20,+08 58 37.3,8.01,12.59,0.99,0.566,0.011,          ,117697,B+ 9 2773 
66009,13 31 58.50,+12 23 29.7,10.25,6.35,1.62,0.397,0.055,          ,      ,B+13 2674 
66014,13 32 02.40,-22 53 37.5,8.93,16.99,1.2,0.623,0.027,          ,117626,B-22 3615 
66018,13 32 04.70,-11 15 22.3,8.85,17.34,1.13,0.668,0.026,          ,117676,B-10 3699 
66022,13 32 09.40,-57 44 04.3,8.11,9.07,1.05,0.489,0.011,          ,117526,          
66026,13 32 11.80,+23 10 37.2,9.31,15.06,1.48,0.82,0.015,          ,      ,B+23 2578 
66041,13 32 20.60,-57 51 07.0,8.49,6.98,1.19,0.61,0.014,          ,117552,          
66047,13 32 25.50,-47 16 15.8,7.17,26.3,0.93,0.603,0.01,          ,117618,          
66052,13 32 31.20,+22 31 00.1,9.62,6.88,1.44,0.53,0.036,          ,      ,B+23 2580 
66062,13 32 34.70,+65 20 20.7,9.21,7.79,1.34,0.63,0.4,13326+6520,118050,B+66  810 
66067,13 32 36.80,+07 52 44.9,10.93,16.58,2.28,1.006,0.006,          ,      ,          
66073,13 32 41.80,+27 57 29.9,9.55,7.66,1.53,0.601,0.03,          ,      ,B+28 2236 
66074,13 32 42.00,+75 00 24.4,10.25,27.88,1.16,1.286,0.017,          ,      ,B+75  510 
66090,13 32 51.50,+49 08 24.5,7.98,12.86,1.8,0.581,0.015,13329+4908,117963,B+49 2223 
66107,13 33 04.60,+39 20 58.4,8.61,8.78,0.96,0.494,0.015,          ,117952,B+40 2665 
66108,13 33 06.30,-28 14 34.0,9.34,11.01,1.31,0.634,0.002,          ,117805,          
66110,13 33 08.10,+43 15 10.4,9.33,30.52,1.93,1.08,0,13331+4315,      ,B+44 2279 
66118,13 33 13.70,-28 58 17.1,9.01,14.01,1.2,0.558,0.029,          ,117820,          
66127,13 33 21.20,+26 07 10.6,9.89,18.42,1.4,0.82,0.02,          ,      ,B+26 2469 
66133,13 33 25.90,+51 07 37.5,9.09,5.13,1.37,0.469,0.072,13334+5108,118065,B+51 1851 
66138,13 33 28.60,+12 49 13.3,9.93,7.13,1.49,0.535,0.043,          ,      ,B+13 2678 
66139,13 33 29.50,-43 25 21.8,6.65,25.54,0.88,0.469,0.006,          ,117807,          
66144,13 33 31.60,-35 54 41.4,10.51,16.31,1.83,0.888,0.002,          ,      ,          
66162,13 33 44.40,+27 27 00.7,9.8,12.05,3.32,0.676,0.04,13337+2727,      ,B+28 2238 
66164,13 33 45.50,-63 53 00.1,9.21,11.72,1.32,0.7,0.022,          ,117705,          
66168,13 33 47.30,+22 41 47.2,9.18,7.78,1.42,0.467,0.026,          ,117999,B+23 2585 
66169,13 33 47.50,+01 43 21.9,10.11,15.19,1.84,0.7,0.061,          ,      ,B+ 2 2691 
66170,13 33 47.60,-68 31 08.3,8.74,10.96,1.03,0.63,0.016,          ,117653,          
66188,13 33 57.70,+17 28 05.6,8.92,10.54,1.2,0.723,0.023,          ,118034,B+18 2753 
66192,13 34 02.60,+53 43 43.4,8.05,11.29,0.82,0.699,0.012,          ,118203,B+54 1609 
66193,13 34 03.40,+33 13 39.4,9.19,43.66,1.2,1.08,0.015,          ,118096,B+33 2350 
66194,13 34 05.50,+37 38 15.9,9.94,27.65,1.48,1.1,0.015,          ,      ,B+38 2457 
66195,13 34 06.30,+67 46 07.7,8.56,15.4,1.75,0.613,0.003,13341+6746,118328,B+68  730 
66197,13 34 06.80,+00 29 57.1,8.79,12.75,1.2,0.623,0.029,          ,118006,B+ 1 2828 
66203,13 34 10.70,-16 23 20.2,8.72,8.31,1.17,0.53,0.022,13342-1623,117968,B-15 3694 
66208,13 34 12.60,+50 11 54.9,9.65,9.9,1.16,0.507,0.031,          ,234053,B+50 2009 
66209,13 34 13.10,-47 14 38.1,8.45,22.34,1.19,0.649,0.019,          ,117896,          
66218,13 34 18.30,+08 55 56.5,8.56,13.28,1.23,0.557,0.021,          ,      ,B+ 9 2779 
66222,13 34 21.40,+04 40 03.7,9.95,48.78,1.62,1.385,0.003,          ,      ,B+ 5 2767 
66231,13 34 26.10,-17 21 04.1,8.93,8.11,1.38,0.577,0.022,          ,118009,B-16 3697 
66239,13 34 34.60,+33 08 08.7,8.64,7.72,1.81,0.463,0.021,13346+3308,118179,B+33 2353 
66242,13 34 37.20,-49 51 59.9,8.18,7.53,0.98,0.518,0.015,          ,117929,          
66243,13 34 37.50,+09 43 29.1,9.88,11.17,1.98,0.774,0.015,          ,      ,B+10 2564 
66244,13 34 38.50,+28 50 09.2,8.84,11.31,1.44,0.66,0.018,          ,118157,B+29 2431 
66262,13 34 50.00,+47 22 34.5,10.19,22.61,1.47,1.165,0.067,          ,      ,          
66264,13 34 50.50,+45 27 22.0,8.77,6.97,1.05,0.462,0.017,          ,118263,B+46 1885 
66267,13 34 54.60,+74 30 01.6,9.8,22.27,1.34,1.29,0.02,13349+7430,      ,B+75  511 
66272,13 34 57.60,+11 22 00.9,10.05,6.2,1.55,0.486,0.053,          ,      ,B+12 2604 
66274,13 34 59.40,+08 17 25.4,9.06,10.17,1.41,0.606,0.029,          ,118159,B+ 9 2781 
66277,13 35 02.20,+30 08 40.1,8.89,6.57,1.2,0.471,0.015,          ,118233,B+30 2421 
66281,13 35 05.10,-25 18 15.1,9,6.09,1.21,0.54,0.015,          ,118102,          
66283,13 35 06.30,+06 50 28.3,8.9,30.76,1.14,1.075,0.034,          ,118206,B+ 7 2665 
66285,13 35 08.10,-58 21 59.2,8.34,10.91,2.01,0.533,0.003,13351-5822,117945,          
66287,13 35 09.20,+24 48 23.6,8.81,20,1.07,0.705,0.015,          ,      ,B+25 2649 
66304,13 35 20.10,-34 38 26.3,8.96,10.43,1.27,0.534,0.019,          ,118105,          
66308,13 35 23.40,+66 04 30.0,9.68,6.77,0.99,0.669,0.028,          ,      ,B+66  813 
66309,13 35 23.50,+62 54 28.9,9.48,22.98,0.98,1.059,0.049,          ,      ,B+63 1080 
66318,13 35 30.60,+28 30 46.7,10.01,17.06,1.83,0.874,0.045,          ,      ,B+29 2433 
66319,13 35 31.00,-16 55 26.1,7.97,16.17,1.1,0.569,0.015,          ,118186,B-16 3704 
66322,13 35 31.70,-22 01 28.1,7.11,20.14,0.92,0.483,0.005,          ,118187,B-21 3738 
66340,13 35 43.60,+52 43 47.2,8.43,9.23,0.87,0.401,0.014,          ,118429,B+53 1634 
66350,13 35 58.30,+45 00 54.9,8.11,7.62,0.97,0.466,0.011,          ,118406,B+45 2120 
66359,13 36 08.90,+49 28 42.4,8.98,6.18,0.98,0.448,0.024,          ,118457,B+50 2013 
66361,13 36 10.80,+26 13 43.2,10.04,6.78,1.48,0.473,0.015,          ,      ,B+26 2472 
66363,13 36 11.00,-23 39 13.9,9.8,14.34,1.55,0.807,0.003,          ,118282,B-22 3627 
66367,13 36 14.70,-00 55 51.1,7.05,20.25,0.92,0.531,0.007,          ,118330,B- 0 2710 
66388,13 36 41.80,+69 46 35.9,8.25,10.43,1.55,0.476,0.017,13367+6947,118807,B+70  748 
66406,13 36 50.90,+04 02 15.3,9.07,8.07,1.24,0.679,0.021,          ,118431,B+ 4 2768 
66409,13 36 54.20,+27 57 56.1,8.78,8.65,1.2,0.455,0.016,          ,118507,B+28 2244 
66411,13 36 55.60,+35 03 04.8,8.9,5.77,1.11,0.51,0.015,          ,      ,B+35 2469 
66414,13 36 57.90,+67 21 28.5,8.75,8.87,0.78,0.442,0.018,          ,118808,B+68  732 
66418,13 36 59.20,-64 38 15.4,8.53,13.29,1.11,0.657,0.013,          ,118199,          
66420,13 37 00.40,+31 36 56.9,9.4,7.23,1.19,0.561,0.015,          ,118537,B+32 2367 
66428,13 37 06.30,-27 39 06.6,7.91,11.33,1.04,0.485,0.015,          ,118394,          
66432,13 37 09.60,+08 08 40.7,9.94,7.87,1.71,0.503,0.015,          ,      ,B+ 8 2736 
66436,13 37 11.40,+15 49 58.3,9.93,6.85,1.36,0.418,0.043,          ,      ,B+16 2533 
66448,13 37 18.40,+51 32 16.9,9.78,13.67,1.39,0.833,0.039,          ,      ,          
66459,13 37 28.50,+35 43 04.5,9.06,91.72,1.23,1.391,0.011,          ,      ,B+36 2393 
66461,13 37 30.60,+62 20 36.1,10.55,5.05,1.39,0.533,0.072,          ,      ,B+63 1083 
66471,13 37 38.80,-34 18 23.0,8.85,6.1,1.06,0.48,0.018,          ,118448,          
66479,13 37 46.40,+11 27 48.5,9.18,7.37,1.26,0.42,0.031,          ,      ,B+12 2609 
66481,13 37 46.70,-22 45 52.7,8.55,11.1,1.23,0.526,0.017,          ,118515,B-22 3634 
66487,13 37 49.10,-35 26 56.6,9.33,21.47,1.33,0.958,0.037,          ,118466,          
66493,13 37 51.50,+43 22 00.3,9.16,9.87,1.2,0.612,0.018,          ,118722,B+44 2289 
66497,13 37 52.90,+54 16 21.5,8.8,11.18,0.99,0.581,0.017,          ,118789,B+55 1623 
66500,13 37 55.00,+36 58 43.3,9.6,8.79,1.3,0.483,0.015,          ,      ,B+37 2434 
66504,13 37 58.00,-15 18 16.5,8.41,9.66,1.15,0.524,0.016,          ,118560,B-14 3760 
66510,13 38 00.30,-14 13 27.8,9.29,11.31,1.31,0.549,0.025,          ,118581,B-13 3736 
66526,13 38 10.60,+45 23 44.9,8.47,15.98,0.96,0.595,0.015,          ,118790,B+46 1887 
66530,13 38 13.70,-23 41 21.1,8.19,20.57,0.99,0.652,0.002,          ,118598,B-22 3638 
66536,13 38 20.40,-25 50 32.5,9.26,5.82,1.2,0.51,0.02,          ,118599,          
66547,13 38 28.40,-38 19 13.1,9.15,17.9,1.14,0.723,0.024,          ,118563,          
66557,13 38 36.40,-59 50 32.0,8.55,10.09,1.26,0.689,0.019,13386-5951,118452,          
66568,13 38 43.20,-36 56 51.5,9.27,12.63,1.42,0.639,0.026,          ,118613,          
66587,13 38 58.60,-06 14 10.9,10.73,40.27,2.1,1.419,0.009,          ,      ,B- 5 3740 
66593,13 39 01.70,+35 58 18.8,10.47,20.91,1.82,1.1,0.015,          ,      ,B+36 2397 
66597,13 39 03.40,-81 54 31.0,9.4,8.61,1,0.567,0.023,          ,117857,          
66599,13 39 06.70,+31 06 16.1,8.81,7.07,1.08,0.483,0.01,          ,118872,B+31 2522 
66618,13 39 19.90,-67 40 13.3,6.97,30.36,0.81,0.618,0.005,          ,118475,          
66621,13 39 21.20,+31 46 26.9,8.89,13.56,1.03,0.661,0.001,          ,118914,B+32 2370 
66625,13 39 24.10,+46 11 08.0,10.24,75.43,1.59,1.368,0.019,          ,      ,B+46 1889 
66630,13 39 26.20,+32 06 58.1,9.95,5.52,1.46,0.582,0.037,          ,      ,B+32 2371 
66632,13 39 28.10,-57 17 49.1,8.44,12.46,1.09,0.475,0.013,          ,118616,          
66637,13 39 34.30,+01 05 18.5,7.97,16.4,1.08,0.561,0.015,          ,118865,B+ 1 2836 
66639,13 39 34.60,+38 30 06.5,9.91,9.14,1.37,0.599,0.038,          ,      ,B+39 2668 
66642,13 39 36.50,-54 47 08.3,9,8.9,1.29,0.521,0.019,          ,118664,          
66643,13 39 37.70,-01 35 41.1,11.7,33.04,3.31,1.447,0.027,          ,      ,          
66660,13 39 56.20,-83 54 30.1,7.22,11.87,0.64,0.422,0.006,          ,117695,          
66676,13 40 07.60,-60 33 24.2,8.34,17.09,1.16,0.588,0.014,          ,118717,          
66678,13 40 08.40,-66 20 22.1,10.35,30.19,1.49,1.337,0.161,          ,      ,          
66693,13 40 16.80,-60 15 57.6,9.14,15.84,1.45,0.699,0.024,          ,118734,          
66713,13 40 29.70,+47 28 19.5,8.37,7.13,0.93,0.386,0.014,          ,119147,B+48 2145 
66721,13 40 37.60,-64 04 10.5,8.42,15.09,1.03,0.541,0.015,          ,118736,          
66723,13 40 38.30,+71 45 01.3,9.07,7.51,0.75,0.495,0.02,          ,119495,B+72  625 
66741,13 40 46.70,+14 33 57.1,9.1,11.33,1.38,0.655,0.026,          ,119057,B+15 2606 
66744,13 40 47.50,-38 20 34.4,8.93,9.21,1.16,0.513,0.015,          ,118930,          
66746,13 40 49.60,+49 56 50.7,9.5,7.57,1.34,0.433,0.033,          ,      ,B+50 2019 
66752,13 40 54.50,-60 35 55.8,9.63,6.56,1.52,0.53,0.028,          ,118835,          
66754,13 40 56.30,-54 49 11.1,8.46,22.95,1.06,0.646,0.015,          ,118884,          
66757,13 40 57.90,-08 40 09.7,8.71,6.96,1.31,0.624,0.027,          ,119026,B- 7 3672 
66762,13 41 02.00,+25 57 58.7,9.56,5.23,1.48,0.446,0.03,          ,      ,B+26 2483 
66764,13 41 03.20,-06 21 16.2,8.94,8.29,1.17,0.426,0.027,          ,119038,B- 5 3747 
66769,13 41 06.90,+63 51 58.2,8.78,7.85,0.83,0.385,0.017,          ,119390,B+64  961 
66774,13 41 10.30,+59 04 02.4,8.7,10.52,0.96,0.847,0.021,          ,119347,B+59 1527 
66776,13 41 11.60,-11 17 53.0,9.24,6.69,1.32,0.714,0.032,          ,119060,B-10 3730 
66779,13 41 12.60,+44 04 37.8,9,5.49,1.14,0.617,0.019,          ,119245,B+44 2294 
66788,13 41 18.00,+07 36 38.9,9.68,6.95,1.46,0.545,0.041,          ,119128,B+ 8 2746 
66791,13 41 22.00,+74 29 07.7,8.01,9.78,0.68,0.551,0.015,          ,119703,B+75  514 
66793,13 41 22.90,-57 26 52.3,8.95,9.34,1.32,0.485,0.015,          ,118910,          
66805,13 41 38.60,+11 28 05.3,9.66,8.25,1.48,0.534,0.041,          ,      ,B+12 2613 
66807,13 41 39.00,+56 02 02.5,9.5,16.7,1.09,0.759,0.03,          ,238273,B+56 1675 
66813,13 41 42.40,-40 36 34.3,9.18,11.19,1.15,0.595,0.022,          ,119040,          
66828,13 41 47.30,+21 29 07.9,10.89,26.47,2.11,1.33,0.02,          ,      ,          
66830,13 41 47.90,+12 48 52.8,10.3,8.3,1.66,0.652,0.058,          ,      ,B+13 2700 
66832,13 41 49.40,+04 41 01.8,8.36,9.53,1.15,0.567,0.017,          ,119216,B+ 5 2784 
66839,13 41 54.90,+09 56 04.0,9.77,9.64,1.47,0.58,0.02,          ,      ,B+10 2579 
66841,13 41 55.80,+14 07 05.3,8.23,9.21,1.67,0.508,0.015,13419+1407,119260,B+14 2650 
66846,13 41 58.00,+52 25 31.0,9.26,10.9,1.13,0.664,0.027,          ,119409,B+53 1649 
66848,13 42 00.80,+42 12 40.6,8.78,8.69,1.11,0.68,0.015,          ,119349,B+42 2430 
66851,13 42 02.00,-54 34 55.1,9.18,13.5,2.42,0.546,0.04,13420-5435,119016,          
66854,13 42 03.60,-48 27 55.6,9.15,21.59,1.25,0.78,0.005,          ,119070,          
66855,13 42 05.20,+31 52 12.1,8.74,6.29,1.1,0.518,0.006,          ,119315,B+32 2377 
66866,13 42 16.30,-33 16 42.6,9.31,7.07,1.26,0.633,0.021,          ,119176,          
66876,13 42 21.50,-47 15 00.3,8.09,9.1,1.01,0.589,0.015,          ,119119,          
66881,13 42 23.60,+04 59 37.4,8.97,11.53,1.22,0.488,0.022,          ,119301,B+ 5 2786 
66886,13 42 26.20,-01 41 09.2,9.24,41.22,1.41,1.186,0.004,          ,119291,B- 0 2725 
66915,13 42 49.00,+20 27 53.3,8.15,14.54,1.03,0.74,0.013,          ,119411,B+21 2564 
66918,13 42 50.60,-21 42 38.8,10.11,29.22,1.81,1.237,0.002,          ,      ,B-20 3868 
66919,13 42 53.00,+66 27 18.6,8.55,16.89,0.71,0.552,0.016,          ,119730,B+67  797 
66921,13 42 53.50,+07 00 50.0,10.16,9.24,1.46,0.57,0.02,          ,      ,B+ 7 2683 
66938,13 43 06.10,+12 41 05.9,9.74,8.24,1.55,0.626,0.044,          ,      ,B+13 2702 
66940,13 43 07.50,+53 09 37.1,10.02,9.74,1.57,0.771,0.057,          ,      ,          
66953,13 43 21.60,+45 20 42.5,9.8,6.39,1.47,0.432,0.034,          ,      ,B+46 1894 
66954,13 43 23.00,+39 14 57.6,9.23,36.27,1.19,1.101,0.002,          ,      ,B+39 2675 
66955,13 43 23.30,+20 13 23.4,8.64,9.61,1.09,0.504,0.017,          ,119497,B+20 2865 
66968,13 43 31.70,-34 14 16.8,9.29,6.82,1.3,0.51,0.015,          ,119359,          
66970,13 43 32.80,-66 29 30.7,9.01,5.66,1.31,0.53,0.019,          ,119145,          
66973,13 43 35.20,-14 14 41.2,9.72,8.53,1.46,0.634,0.044,          ,119449,B-13 3757 
66974,13 43 35.80,+14 21 56.3,6.92,16.55,0.93,0.631,0.008,          ,119550,B+15 2614 
66981,13 43 39.40,+23 28 19.1,9.49,5.21,1.52,0.492,0.04,          ,      ,B+24 2626 
66982,13 43 39.40,-03 31 29.6,8.6,10.1,1.16,0.559,0.022,          ,119499,B- 2 3723 
66987,13 43 41.90,-09 28 31.2,9.59,25.68,1.45,0.982,0.003,          ,119503,B- 8 3624 
66990,13 43 44.70,-51 37 34.8,8.25,14.96,1.03,0.735,0.006,          ,119329,          
66991,13 43 44.80,-21 12 46.2,9.23,5.3,1.41,0.46,0.031,          ,119462,B-20 3870 
66998,13 43 50.70,+09 53 26.0,9.35,7.7,1.28,0.459,0.029,          ,119564,B+10 2583 
67016,13 44 04.40,-42 50 46.8,9.65,6.47,1.89,0.498,0.036,          ,      ,          
67018,13 44 04.80,+75 21 41.7,9.65,5.9,0.97,0.444,0.029,          ,      ,B+76  499 
67020,13 44 05.80,+53 50 41.2,9.04,8.2,1,0.591,0.022,          ,119801,B+54 1619 
67022,13 44 06.20,+51 11 26.1,9.62,9.05,1.25,0.508,0.04,          ,234067,B+51 1865 
67023,13 44 06.60,+65 02 07.6,7.93,16.4,0.65,0.464,0.012,          ,119929,B+65  957 
67025,13 44 09.60,+25 17 02.7,8.83,8.85,1.23,0.518,0.003,          ,119665,B+26 2488 
67031,13 44 12.90,-08 29 17.9,9.12,24.8,1.12,0.87,0.015,          ,119586,B- 7 3685 
67032,13 44 13.60,+50 16 31.8,9.34,8.49,1.15,0.632,0.026,          ,      ,B+51 1866 
67033,13 44 15.30,+53 39 16.6,8.99,6.36,1.01,0.44,0.015,          ,119822,B+54 1620 
67035,13 44 15.80,-33 12 02.4,9.09,10.66,1.29,0.739,0.03,          ,119507,          
67038,13 44 17.90,+06 03 36.5,9.87,12.82,1.51,0.783,0.046,          ,      ,B+ 6 2786 
67039,13 44 18.80,+41 42 55.3,9.11,6.17,1.26,0.456,0.019,          ,119747,B+42 2434 
67041,13 44 20.40,+38 47 52.1,8.85,10.41,1.18,0.709,0.021,          ,119767,B+39 2676 
67044,13 44 24.00,+41 55 29.6,9.45,6.55,1.28,0.415,0.025,          ,119766,B+42 2435 
67045,13 44 24.70,+63 43 06.2,8.63,12.34,0.77,0.758,0.017,          ,119943,B+64  964 
67046,13 44 25.10,+69 13 12.0,7.98,8.51,0.9,0.483,0.015,13444+6913,120032,B+69  716 
67058,13 44 29.70,+68 27 49.9,11.62,25.39,1.95,1.59,0.082,          ,      ,          
67063,13 44 35.80,-66 48 50.4,8.77,8.9,1.71,0.564,0.018,13446-6649,119299,          
67069,13 44 44.60,-14 13 29.1,6.9,30.87,0.82,0.542,0.003,          ,119638,B-13 3761 
67075,13 44 51.40,-27 38 50.5,8.78,7.57,1.15,0.54,0.022,13449-2739,119641,          
67084,13 44 59.50,-30 19 17.2,9.82,14.28,1.58,0.719,0.044,          ,119642,          
67086,13 45 02.40,+02 05 31.6,10.84,20.49,3.99,1.4,0.015,13450+0206,      ,          
67092,13 45 05.40,-04 37 12.4,10.54,38.97,1.8,1.344,0.02,          ,      ,B- 3 3527 
67093,13 45 06.50,-18 05 44.0,10.06,15.66,1.98,1.117,0.015,13451-1806,      ,B-17 3920 
67096,13 45 08.40,-55 53 27.9,9.01,8.8,1.74,0.6,0.495,13451-5553,119526,          
67101,13 45 12.20,+72 55 20.3,9.8,7.93,0.94,0.594,0.045,          ,      ,B+73  601 
67102,13 45 12.80,-53 18 31.1,8.83,11.89,1.17,0.535,0.016,          ,119555,          
67103,13 45 13.10,+55 52 48.8,6.47,29.74,0.61,0.486,0.006,          ,119992,B+56 1683 
67106,13 45 15.10,+40 25 17.4,8.89,6.99,1.19,0.633,0.014,          ,119890,B+41 2422 
67115,13 45 20.80,+09 03 28.6,7.44,18.87,1.08,0.3,0.495,13453+0903,119825,B+ 9 2804 
67120,13 45 22.90,+11 28 45.5,8.3,22.14,1.14,0.657,0.017,          ,119824,B+12 2621 
67121,13 45 23.00,-42 33 40.8,8.56,19.84,1.67,0.67,0.017,          ,119655,          
67125,13 45 27.40,-48 47 30.2,6.76,17.64,0.81,0.54,0,          ,119629,          
67133,13 45 31.40,+60 58 57.1,11.03,32.05,1.56,1.57,0.197,          ,      ,          
67136,13 45 32.10,+03 30 29.1,8.19,10.05,1.54,0.4,0.495,13455+0331,119843,B+ 4 2779 
67146,13 45 38.00,-81 46 44.5,9.44,10.25,0.98,0.58,0.003,          ,118863,          
67147,13 45 38.10,+42 58 52.6,8.92,7.79,1.34,0.798,0.016,          ,119964,B+43 2350 
67152,13 45 39.90,+01 27 45.5,10.51,22.94,2.02,1.22,0.148,          ,      ,B+ 2 2719 
67155,13 45 42.70,+14 53 42.2,8.46,184.13,1.27,1.435,0.028,          ,119850,B+15 2620 
67156,13 45 43.70,+22 30 53.2,9.02,16.42,1.37,0.76,0.028,          ,119901,B+23 2611 
67157,13 45 45.60,+18 20 14.8,9.48,7.72,1.25,0.471,0.029,          ,      ,B+19 2711 
67158,13 45 46.30,+42 17 23.1,9.04,9.43,1.16,0.446,0.022,          ,119978,B+43 2352 
67164,13 45 50.90,-17 58 00.8,11.81,87.73,4.26,1.542,0.015,          ,      ,          
67166,13 45 51.00,-12 09 50.7,11.98,25.04,5.11,1.424,0.026,          ,      ,          
67169,13 45 52.30,-11 13 16.6,7.67,12.07,0.99,0.51,0.015,          ,119852,B-10 3748 
67170,13 45 52.40,-50 34 00.4,8.95,10.78,1.26,0.506,0.018,          ,119696,          
67175,13 45 59.30,-43 32 18.8,8.72,17.19,1.24,0.685,0.017,          ,119758,          
67177,13 46 00.50,+37 31 30.5,7.59,16.53,0.85,0.558,0.011,          ,120004,B+38 2477 
67182,13 46 04.30,-52 18 26.9,8.05,12.16,1.49,0.485,0.014,13461-5218,119725,          
67183,13 46 05.80,+34 03 36.1,7.87,9.76,0.9,0.401,0.011,          ,119993,B+34 2448 
67189,13 46 09.30,-68 33 57.2,9.85,9.63,1.43,0.481,0.042,          ,119530,          
67198,13 46 14.50,+14 26 45.1,8.79,6.16,1.17,0.479,0.033,          ,119965,B+15 2625 
67205,13 46 17.60,-68 08 19.6,8.66,21.42,1.18,0.784,0.002,          ,119559,          
67211,13 46 19.20,-00 27 28.8,9.31,29.64,1.54,0.928,0.002,          ,119932,B+ 0 3098 
67214,13 46 26.60,+51 59 43.4,8.66,8.31,0.99,0.587,0.017,          ,120135,B+52 1739 
67215,13 46 26.80,+82 31 46.5,10.52,6.05,1.29,0.695,0.065,          ,      ,B+83  398 
67223,13 46 29.20,-51 42 37.0,8.97,11.2,1.23,0.52,0.028,          ,119793,          
67237,13 46 42.00,-56 50 58.8,8.64,27.76,1.1,0.856,0.015,          ,119782,          
67246,13 46 57.40,+06 21 02.3,6.33,32.66,0.83,0.63,0.006,          ,120066,B+ 7 2690 
67248,13 46 57.80,-19 56 26.2,8.89,14.94,1.2,0.677,0.028,          ,119981,B-19 3739 
67252,13 47 03.10,+04 19 42.5,9.74,10.6,1.55,0.787,0.057,          ,      ,B+ 5 2796 
67258,13 47 09.40,+50 46 54.1,9.73,10.16,1.19,0.63,0.04,          ,234071,B+51 1868 
67262,13 47 10.60,-64 28 57.8,9.5,6.34,1.57,0.534,0.025,          ,119764,          
67264,13 47 11.20,+11 46 53.0,8.81,12.64,1.43,0.501,0.025,          ,120104,B+12 2627 
67272,13 47 13.40,-38 12 04.3,8.69,9.14,1.03,0.532,0.016,          ,119967,          
